product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,size_category,weight_category,shipping_type
PROD_002119,Office,35,717,1,18223,80,31,68,168640,Large,Heavy,Special Handling
PROD_002127,Office,61,413,2,8976,47,14,20,13160,Large,Heavy,Special Handling
PROD_002167,Books,65,115,5,13834,37,27,49,48951,Large,Heavy,Special Handling
PROD_002169,Health,30,189,1,3003,74,23,26,44252,Large,Heavy,Standard
PROD_002170,Books,30,779,2,12541,49,46,46,103684,Large,Heavy,Special Handling
PROD_002179,Health,40,891,2,28021,30,35,32,33600,Large,Heavy,Special Handling
PROD_002186,Garden,58,991,4,12391,100,20,52,104000,Large,Heavy,Special Handling
PROD_002190,Fashion,53,713,4,17322,73,17,67,83147,Large,Heavy,Special Handling
PROD_002206,Beauty,61,632,3,11121,13,34,12,5304,Medium,Heavy,Special Handling
PROD_002224,Office,59,795,2,13977,72,14,53,53424,Large,Heavy,Special Handling
PROD_002250,Furniture,63,767,1,27522,77,28,54,116424,Large,Heavy,Special Handling
PROD_002266,Sports,63,603,5,1713,32,47,45,67680,Large,Medium,Standard
PROD_002319,Food,33,646,4,9496,47,47,34,75106,Large,Heavy,Special Handling
PROD_002321,Office,68,682,6,6801,91,44,67,268268,Large,Heavy,Special Handling
PROD_002327,Automotive,28,881,1,28757,39,8,29,9048,Medium,Heavy,Special Handling
PROD_002337,Fashion,68,205,1,10411,65,35,41,93275,Large,Heavy,Special Handling
PROD_002346,Electronics,41,178,3,28397,53,35,77,142835,Large,Heavy,Special Handling
PROD_002351,Furniture,46,840,2,29337,37,45,70,116550,Large,Heavy,Special Handling
PROD_002363,Toys,48,202,4,27242,74,42,65,202020,Large,Heavy,Special Handling
PROD_002369,Books,49,996,6,7094,60,18,19,20520,Large,Heavy,Special Handling
PROD_002380,Food,39,639,4,2714,14,29,63,25578,Large,Heavy,Standard
PROD_002395,Automotive,55,811,2,9691,84,16,30,40320,Large,Heavy,Special Handling
PROD_002400,Music,40,877,1,15737,39,50,27,52650,Large,Heavy,Special Handling
PROD_002404,Health,35,674,2,16674,46,23,16,16928,Large,Heavy,Special Handling
PROD_002415,Electronics,32,827,3,11783,60,38,74,168720,Large,Heavy,Special Handling
PROD_002439,Computers,23,631,6,761,47,12,73,41172,Large,Medium,Standard
PROD_002478,Books,23,945,3,12681,69,37,30,76590,Large,Heavy,Special Handling
PROD_002482,Sports,25,985,2,5170,96,8,65,49920,Large,Heavy,Special Handling
PROD_002508,Health,28,511,5,3703,72,43,41,126936,Large,Heavy,Standard
PROD_002518,Office,63,841,6,11461,82,38,34,105944,Large,Heavy,Special Handling
PROD_002557,Garden,41,149,2,3594,94,38,77,275044,Large,Heavy,Standard
PROD_002565,Food,41,347,2,21242,91,8,29,21112,Large,Heavy,Special Handling
PROD_002575,Garden,49,683,1,23299,71,40,29,82360,Large,Heavy,Special Handling
PROD_002583,Computers,31,379,2,21692,32,35,47,52640,Large,Heavy,Special Handling
PROD_002584,Computers,66,808,5,13013,64,27,26,44928,Large,Heavy,Special Handling
PROD_002588,Books,49,482,6,14763,97,35,73,247835,Large,Heavy,Special Handling
PROD_002604,Garden,45,786,2,3616,83,30,32,79680,Large,Heavy,Standard
PROD_002612,Automotive,46,473,2,15918,90,15,50,67500,Large,Heavy,Special Handling
PROD_002638,Sports,44,904,6,9788,59,26,41,62894,Large,Heavy,Special Handling
PROD_002698,Toys,64,944,6,17571,93,44,74,302808,Large,Heavy,Special Handling
PROD_002702,Beauty,27,116,3,2906,57,8,69,31464,Large,Heavy,Standard
PROD_002703,Office,68,410,5,8118,24,30,58,41760,Large,Heavy,Special Handling
PROD_002735,Beauty,42,798,6,16491,91,14,63,80262,Large,Heavy,Special Handling
PROD_002738,Furniture,47,238,1,19857,34,40,34,46240,Large,Heavy,Special Handling
PROD_002739,Furniture,35,708,4,10758,31,24,32,23808,Large,Heavy,Special Handling
PROD_002741,Garden,63,223,3,14405,43,22,10,9460,Medium,Heavy,Special Handling
PROD_002743,Beauty,29,433,3,11289,59,10,35,20650,Large,Heavy,Special Handling
PROD_002770,Automotive,25,122,6,12472,64,5,74,23680,Large,Heavy,Special Handling
PROD_002799,Health,34,884,3,19353,100,37,10,37000,Large,Heavy,Special Handling
PROD_002800,Beauty,32,314,2,3704,57,48,63,172368,Large,Heavy,Standard
PROD_002810,Music,68,933,3,13635,66,19,55,68970,Large,Heavy,Special Handling
PROD_002858,Automotive,42,594,5,5118,74,9,77,51282,Large,Heavy,Special Handling
PROD_002887,Health,68,882,6,18958,48,18,23,19872,Large,Heavy,Special Handling
PROD_002959,Automotive,27,715,2,29398,56,15,58,48720,Large,Heavy,Special Handling
PROD_002969,Furniture,36,373,6,18108,44,27,53,62964,Large,Heavy,Special Handling
PROD_002976,Music,30,853,6,14071,61,6,40,14640,Large,Heavy,Special Handling
PROD_000020,Automotive,70,446,6,19753,47,27,33,41877,Large,Heavy,Special Handling
PROD_000079,Books,32,516,6,7299,95,13,76,93860,Large,Heavy,Special Handling
PROD_000081,Music,23,837,6,17073,47,37,44,76516,Large,Heavy,Special Handling
PROD_000095,Garden,33,953,3,6356,76,45,23,78660,Large,Heavy,Special Handling
PROD_000128,Food,35,299,3,25625,44,6,12,3168,Medium,Heavy,Special Handling
PROD_000147,Electronics,54,500,6,1726,21,24,58,29232,Large,Medium,Standard
PROD_000172,Furniture,61,506,1,13049,51,15,33,25245,Large,Heavy,Special Handling
PROD_000176,Home_appliances,47,430,5,27492,73,29,47,99499,Large,Heavy,Special Handling
PROD_000188,Furniture,37,275,5,24814,12,30,54,19440,Large,Heavy,Special Handling
PROD_000196,Beauty,23,837,4,17884,73,18,56,73584,Large,Heavy,Special Handling
PROD_000199,Toys,52,303,6,24595,44,37,35,56980,Large,Heavy,Special Handling
PROD_000217,Health,63,803,6,22531,39,19,72,53352,Large,Heavy,Special Handling
PROD_000223,Toys,38,450,1,8604,90,32,15,43200,Large,Heavy,Special Handling
PROD_000227,Computers,68,527,2,15628,33,39,23,29601,Large,Heavy,Special Handling
PROD_000238,Electronics,39,614,3,27959,21,47,47,46389,Large,Heavy,Special Handling
PROD_000302,Music,56,588,3,19159,88,33,17,49368,Large,Heavy,Special Handling
PROD_000309,Automotive,39,723,4,7240,72,40,74,213120,Large,Heavy,Special Handling
PROD_000329,Toys,70,693,5,15331,27,45,45,54675,Large,Heavy,Special Handling
PROD_000361,Health,59,482,5,9012,71,45,11,35145,Large,Heavy,Special Handling
PROD_000365,Electronics,22,880,5,26254,85,26,45,99450,Large,Heavy,Special Handling
PROD_000387,Automotive,41,186,5,21350,36,5,47,8460,Medium,Heavy,Special Handling
PROD_000394,Garden,46,190,4,23498,16,33,38,20064,Large,Heavy,Special Handling
PROD_000424,Automotive,54,532,2,5197,18,21,17,6426,Medium,Heavy,Special Handling
PROD_000448,Toys,34,139,2,2029,49,23,11,12397,Large,Heavy,Standard
PROD_000464,Office,32,261,2,1099,15,46,69,47610,Large,Medium,Standard
PROD_000493,Books,54,844,3,22431,64,36,62,142848,Large,Heavy,Special Handling
PROD_000510,Food,23,681,6,17136,42,32,16,21504,Large,Heavy,Special Handling
PROD_000524,Automotive,43,507,4,21115,75,22,46,75900,Large,Heavy,Special Handling
PROD_000541,Office,54,595,2,5767,55,28,69,106260,Large,Heavy,Special Handling
PROD_000550,Furniture,20,407,1,15337,23,21,61,29463,Large,Heavy,Special Handling
PROD_000568,Toys,50,829,6,18704,62,33,18,36828,Large,Heavy,Special Handling
PROD_000570,Garden,23,567,6,23722,39,28,65,70980,Large,Heavy,Special Handling
PROD_000616,Fashion,51,816,1,6399,14,27,62,23436,Large,Heavy,Special Handling
PROD_000640,Home_appliances,44,328,4,15449,85,16,66,89760,Large,Heavy,Special Handling
PROD_000690,Health,61,544,6,25967,69,35,31,74865,Large,Heavy,Special Handling
PROD_000712,Books,40,110,1,23683,35,14,12,5880,Medium,Heavy,Special Handling
PROD_000723,Computers,50,338,3,11253,41,45,36,66420,Large,Heavy,Special Handling
PROD_000733,Health,22,597,5,2569,85,10,41,34850,Large,Heavy,Standard
PROD_000737,Books,34,277,5,20802,93,13,45,54405,Large,Heavy,Special Handling
PROD_000749,Office,54,851,3,3003,77,48,55,203280,Large,Heavy,Standard
PROD_000779,Toys,26,634,5,26263,58,15,28,24360,Large,Heavy,Special Handling
PROD_000812,Beauty,24,104,4,654,38,15,64,36480,Large,Medium,Standard
PROD_000830,Office,34,468,2,29816,10,8,49,3920,Medium,Heavy,Special Handling
PROD_000831,Automotive,64,916,5,19223,33,29,61,58377,Large,Heavy,Special Handling
PROD_000832,Toys,33,836,4,23615,24,44,71,74976,Large,Heavy,Special Handling
PROD_000864,Health,56,782,1,23464,83,19,32,50464,Large,Heavy,Special Handling
PROD_000879,Furniture,69,332,6,15021,83,17,55,77605,Large,Heavy,Special Handling
PROD_000888,Electronics,50,799,6,17195,77,17,20,26180,Large,Heavy,Special Handling
PROD_000890,Food,42,252,2,187,70,13,10,9100,Medium,Light,Standard
PROD_000921,Beauty,42,921,5,29292,74,5,70,25900,Large,Heavy,Special Handling
PROD_000948,Furniture,58,820,5,14163,56,37,50,103600,Large,Heavy,Special Handling
PROD_000954,Garden,60,102,4,16741,78,18,59,82836,Large,Heavy,Special Handling
PROD_000971,Toys,44,403,3,13837,81,49,55,218295,Large,Heavy,Special Handling
PROD_000977,Electronics,21,632,2,22850,41,30,58,71340,Large,Heavy,Special Handling
PROD_000999,Furniture,51,660,5,8648,11,33,10,3630,Medium,Heavy,Special Handling
PROD_001009,Home_appliances,49,696,5,6355,25,16,43,17200,Large,Heavy,Special Handling
PROD_001049,Fashion,68,923,3,15516,97,21,79,160923,Large,Heavy,Special Handling
PROD_001078,Food,30,809,5,9489,67,7,52,24388,Large,Heavy,Special Handling
PROD_001103,Sports,63,729,3,10349,84,42,45,158760,Large,Heavy,Special Handling
PROD_001115,Home_appliances,56,827,6,2819,66,12,48,38016,Large,Heavy,Standard
PROD_001117,Automotive,42,264,6,10354,26,47,56,68432,Large,Heavy,Special Handling
PROD_001154,Sports,68,977,5,20155,58,18,17,17748,Large,Heavy,Special Handling
PROD_001165,Food,41,860,3,11767,50,12,37,22200,Large,Heavy,Special Handling
PROD_001183,Computers,63,379,6,22578,50,22,53,58300,Large,Heavy,Special Handling
PROD_001184,Music,56,462,6,13543,64,6,11,4224,Medium,Heavy,Special Handling
PROD_001194,Music,49,134,1,22743,63,16,72,72576,Large,Heavy,Special Handling
PROD_001222,Toys,35,276,3,3206,30,10,13,3900,Medium,Heavy,Standard
PROD_001226,Furniture,24,519,3,13289,95,38,27,97470,Large,Heavy,Special Handling
PROD_001233,Furniture,66,411,5,14526,62,48,32,95232,Large,Heavy,Special Handling
PROD_001234,Automotive,46,455,1,28032,70,23,44,70840,Large,Heavy,Special Handling
PROD_001235,Health,41,504,3,14571,27,32,70,60480,Large,Heavy,Special Handling
PROD_001261,Garden,64,652,2,15290,89,47,30,125490,Large,Heavy,Special Handling
PROD_001275,Automotive,68,510,2,29838,96,33,47,148896,Large,Heavy,Special Handling
PROD_001304,Books,22,942,2,16628,67,9,10,6030,Medium,Heavy,Special Handling
PROD_001307,Books,36,551,3,15158,65,42,25,68250,Large,Heavy,Special Handling
PROD_001338,Office,58,966,1,27815,12,42,59,29736,Large,Heavy,Special Handling
PROD_001339,Garden,26,684,4,28286,80,8,46,29440,Large,Heavy,Special Handling
PROD_001349,Automotive,61,141,4,8550,28,43,45,54180,Large,Heavy,Special Handling
PROD_001354,Electronics,26,500,3,16332,27,38,61,62586,Large,Heavy,Special Handling
PROD_001357,Books,25,223,4,12779,27,39,61,64233,Large,Heavy,Special Handling
PROD_001375,Fashion,27,537,5,4925,39,10,37,14430,Large,Heavy,Standard
PROD_001384,Fashion,49,639,6,18355,33,40,13,17160,Large,Heavy,Special Handling
PROD_001389,Furniture,25,840,6,4339,17,45,70,53550,Large,Heavy,Standard
PROD_001422,Food,63,190,4,24910,100,6,49,29400,Large,Heavy,Special Handling
PROD_001475,Music,24,154,1,792,32,45,72,103680,Large,Medium,Standard
PROD_001500,Furniture,60,480,4,266,53,14,64,47488,Large,Light,Standard
PROD_001533,Computers,43,714,3,18037,49,41,63,126567,Large,Heavy,Special Handling
PROD_001544,Books,52,155,5,26981,88,27,10,23760,Large,Heavy,Special Handling
PROD_001567,Sports,25,929,3,10922,65,30,49,95550,Large,Heavy,Special Handling
PROD_001576,Office,53,434,4,16531,41,8,43,14104,Large,Heavy,Special Handling
PROD_001581,Beauty,60,361,5,8749,37,31,38,43586,Large,Heavy,Special Handling
PROD_001586,Fashion,60,688,1,18831,77,27,12,24948,Large,Heavy,Special Handling
PROD_001627,Music,33,742,5,24507,70,10,67,46900,Large,Heavy,Special Handling
PROD_001641,Health,67,938,1,4074,81,32,75,194400,Large,Heavy,Standard
PROD_001669,Furniture,52,226,1,6204,81,15,61,74115,Large,Heavy,Special Handling
PROD_001671,Sports,56,269,2,4603,84,19,20,31920,Large,Heavy,Standard
PROD_001677,Fashion,64,438,4,11625,14,42,28,16464,Large,Heavy,Special Handling
PROD_001717,Books,43,739,3,17917,19,49,79,73549,Large,Heavy,Special Handling
PROD_001751,Sports,32,824,1,24430,51,44,18,40392,Large,Heavy,Special Handling
PROD_001756,Fashion,51,343,4,29030,28,14,40,15680,Large,Heavy,Special Handling
PROD_001776,Fashion,32,224,2,11117,56,26,68,99008,Large,Heavy,Special Handling
PROD_001778,Garden,34,711,3,13969,98,34,26,86632,Large,Heavy,Special Handling
PROD_001791,Sports,62,500,6,4694,14,28,45,17640,Large,Heavy,Standard
PROD_001804,Food,64,115,3,3205,12,49,49,28812,Large,Heavy,Standard
PROD_001816,Computers,63,296,1,3155,75,32,46,110400,Large,Heavy,Standard
PROD_001855,Home_appliances,49,670,5,11814,29,48,41,57072,Large,Heavy,Special Handling
PROD_001864,Fashion,25,267,5,12478,39,37,20,28860,Large,Heavy,Special Handling
PROD_001871,Automotive,46,888,6,19055,33,10,54,17820,Large,Heavy,Special Handling
PROD_001904,Furniture,37,735,1,24723,21,8,60,10080,Large,Heavy,Special Handling
PROD_001926,Office,62,599,3,29320,46,17,59,46138,Large,Heavy,Special Handling
PROD_001930,Toys,52,547,4,4095,77,14,47,50666,Large,Heavy,Standard
PROD_001936,Fashion,40,676,1,568,69,49,25,84525,Large,Medium,Standard
PROD_001993,Electronics,61,200,2,29089,42,19,41,32718,Large,Heavy,Special Handling
PROD_002067,Toys,24,420,3,23653,73,24,65,113880,Large,Heavy,Special Handling
PROD_002074,Beauty,64,177,5,7749,27,48,54,69984,Large,Heavy,Special Handling
PROD_002075,Home_appliances,65,561,4,5348,56,14,15,11760,Large,Heavy,Special Handling
PROD_002078,Computers,44,605,6,970,22,10,61,13420,Large,Medium,Standard
PROD_002088,Food,36,546,4,20087,72,8,10,5760,Medium,Heavy,Special Handling
PROD_002108,Computers,29,781,2,18290,10,21,54,11340,Large,Heavy,Special Handling
PROD_002114,Office,50,800,6,620,30,49,42,61740,Large,Medium,Standard
PROD_002116,Sports,65,720,5,10203,59,23,78,105846,Large,Heavy,Special Handling
PROD_002117,Beauty,37,238,6,15006,41,42,39,67158,Large,Heavy,Special Handling
PROD_002126,Furniture,22,390,3,8827,56,28,25,39200,Large,Heavy,Special Handling
PROD_002162,Music,33,499,4,14339,12,35,49,20580,Large,Heavy,Special Handling
PROD_002217,Fashion,44,794,6,11038,89,42,18,67284,Large,Heavy,Special Handling
PROD_002226,Electronics,64,417,6,2613,69,35,14,33810,Large,Heavy,Standard
PROD_002281,Furniture,50,953,4,28393,60,9,40,21600,Large,Heavy,Special Handling
PROD_002283,Health,67,134,6,29420,84,10,57,47880,Large,Heavy,Special Handling
PROD_002296,Furniture,50,134,3,8640,60,33,35,69300,Large,Heavy,Special Handling
PROD_002306,Books,48,876,6,7695,90,24,73,157680,Large,Heavy,Special Handling
PROD_002318,Computers,32,899,3,647,92,18,70,115920,Large,Medium,Standard
PROD_002338,Health,34,656,3,2543,50,34,64,108800,Large,Heavy,Standard
PROD_002360,Computers,34,455,4,7461,13,17,30,6630,Medium,Heavy,Special Handling
PROD_002393,Sports,34,772,2,25534,25,36,20,18000,Large,Heavy,Special Handling
PROD_002422,Electronics,39,321,5,8195,56,12,61,40992,Large,Heavy,Special Handling
PROD_002487,Toys,55,169,2,17116,14,26,67,24388,Large,Heavy,Special Handling
PROD_002495,Sports,40,541,1,1246,59,46,33,89562,Large,Medium,Standard
PROD_002497,Office,43,177,5,6678,70,38,42,111720,Large,Heavy,Special Handling
PROD_002527,Books,37,460,1,17413,59,14,51,42126,Large,Heavy,Special Handling
PROD_002534,Garden,37,960,2,22229,91,35,75,238875,Large,Heavy,Special Handling
PROD_002546,Computers,61,388,6,8184,89,9,13,10413,Large,Heavy,Special Handling
PROD_002558,Computers,42,291,1,3370,46,38,49,85652,Large,Heavy,Standard
PROD_002599,Food,48,845,6,29245,58,36,36,75168,Large,Heavy,Special Handling
PROD_002615,Furniture,25,286,6,19361,87,29,22,55506,Large,Heavy,Special Handling
PROD_002618,Home_appliances,45,621,5,6490,70,21,63,92610,Large,Heavy,Special Handling
PROD_002624,Office,43,470,2,22736,79,25,72,142200,Large,Heavy,Special Handling
PROD_002636,Automotive,51,923,3,8411,73,32,20,46720,Large,Heavy,Special Handling
PROD_002644,Toys,30,218,5,9595,11,25,10,2750,Medium,Heavy,Special Handling
PROD_002673,Beauty,43,777,1,14638,100,13,61,79300,Large,Heavy,Special Handling
PROD_002681,Garden,22,618,6,16510,48,5,73,17520,Large,Heavy,Special Handling
PROD_002699,Food,24,126,6,17813,50,25,77,96250,Large,Heavy,Special Handling
PROD_002715,Toys,24,901,3,28646,92,47,33,142692,Large,Heavy,Special Handling
PROD_002718,Beauty,42,316,5,29826,100,40,12,48000,Large,Heavy,Special Handling
PROD_002733,Music,69,358,4,2969,63,26,14,22932,Large,Heavy,Standard
PROD_002816,Beauty,25,780,3,19104,15,28,70,29400,Large,Heavy,Special Handling
PROD_002819,Home_appliances,45,224,3,17366,69,38,77,201894,Large,Heavy,Special Handling
PROD_002837,Books,29,381,5,4879,26,19,17,8398,Medium,Heavy,Standard
PROD_002845,Computers,34,757,6,9622,92,32,40,117760,Large,Heavy,Special Handling
PROD_002854,Garden,64,595,3,1698,42,5,37,7770,Medium,Medium,Standard
PROD_002906,Sports,68,338,1,3372,83,9,65,48555,Large,Heavy,Standard
PROD_002907,Office,25,206,5,10991,53,19,13,13091,Large,Heavy,Special Handling
PROD_002914,Beauty,47,672,3,15769,41,14,56,32144,Large,Heavy,Special Handling
PROD_002918,Automotive,42,588,5,26730,94,43,12,48504,Large,Heavy,Special Handling
PROD_002922,Music,66,557,3,9747,33,7,50,11550,Large,Heavy,Special Handling
PROD_002924,Books,50,916,3,415,82,16,16,20992,Large,Light,Standard
PROD_002945,Toys,68,759,5,19988,33,21,49,33957,Large,Heavy,Special Handling
PROD_002956,Automotive,26,975,5,14995,25,32,26,20800,Large,Heavy,Special Handling
PROD_002974,Garden,65,812,2,15658,59,41,51,123369,Large,Heavy,Special Handling
PROD_002992,Fashion,61,810,2,18855,48,31,43,63984,Large,Heavy,Special Handling
PROD_000070,Fashion,28,689,1,9968,65,47,57,174135,Large,Heavy,Special Handling
PROD_000071,Computers,20,290,2,25902,35,23,73,58765,Large,Heavy,Special Handling
PROD_000078,Toys,24,834,4,16098,61,33,11,22143,Large,Heavy,Special Handling
PROD_000103,Books,27,187,5,18819,70,29,66,133980,Large,Heavy,Special Handling
PROD_000104,Toys,57,853,6,17182,35,47,35,57575,Large,Heavy,Special Handling
PROD_000108,Food,43,352,3,7945,41,42,75,129150,Large,Heavy,Special Handling
PROD_000149,Beauty,33,943,2,16336,24,30,35,25200,Large,Heavy,Special Handling
PROD_000157,Electronics,36,823,2,20853,66,31,64,130944,Large,Heavy,Special Handling
PROD_000173,Food,61,716,6,29328,78,43,10,33540,Large,Heavy,Special Handling
PROD_000206,Sports,66,540,5,22726,53,39,14,28938,Large,Heavy,Special Handling
PROD_000246,Garden,57,595,4,3989,96,46,23,101568,Large,Heavy,Standard
PROD_000250,Office,23,848,5,16129,39,44,29,49764,Large,Heavy,Special Handling
PROD_000255,Toys,32,157,3,9083,50,8,11,4400,Medium,Heavy,Special Handling
PROD_000268,Computers,68,788,4,17236,25,45,62,69750,Large,Heavy,Special Handling
PROD_000284,Sports,54,966,5,15757,46,7,31,9982,Medium,Heavy,Special Handling
PROD_000287,Books,33,844,2,127,47,48,24,54144,Large,Light,Standard
PROD_000295,Office,29,898,6,19559,24,47,31,34968,Large,Heavy,Special Handling
PROD_000328,Health,59,147,6,19339,64,49,49,153664,Large,Heavy,Special Handling
PROD_000335,Beauty,28,766,2,21279,31,22,22,15004,Large,Heavy,Special Handling
PROD_000351,Music,24,740,5,25738,34,43,12,17544,Large,Heavy,Special Handling
PROD_000363,Sports,40,715,1,27608,70,30,52,109200,Large,Heavy,Special Handling
PROD_000372,Books,50,949,3,13824,65,25,10,16250,Large,Heavy,Special Handling
PROD_000410,Books,22,746,6,22090,11,7,43,3311,Medium,Heavy,Special Handling
PROD_000419,Food,29,825,5,618,57,50,27,76950,Large,Medium,Standard
PROD_000434,Toys,52,482,2,8866,63,25,78,122850,Large,Heavy,Special Handling
PROD_000455,Fashion,64,866,4,21094,58,49,21,59682,Large,Heavy,Special Handling
PROD_000496,Music,56,586,3,4902,20,19,55,20900,Large,Heavy,Standard
PROD_000537,Books,64,346,3,28448,24,27,36,23328,Large,Heavy,Special Handling
PROD_000566,Fashion,37,294,1,19878,69,24,31,51336,Large,Heavy,Special Handling
PROD_000567,Furniture,60,417,5,7528,65,30,38,74100,Large,Heavy,Special Handling
PROD_000588,Food,33,498,1,6509,10,37,71,26270,Large,Heavy,Special Handling
PROD_000604,Fashion,41,352,1,19707,41,45,60,110700,Large,Heavy,Special Handling
PROD_000609,Garden,59,754,1,239,62,28,67,116312,Large,Light,Standard
PROD_000641,Fashion,62,904,1,1907,66,20,55,72600,Large,Medium,Standard
PROD_000655,Food,60,557,5,13105,13,48,33,20592,Large,Heavy,Special Handling
PROD_000669,Electronics,37,515,4,4412,69,25,12,20700,Large,Heavy,Standard
PROD_000686,Beauty,64,979,1,26042,49,16,48,37632,Large,Heavy,Special Handling
PROD_000701,Toys,36,708,2,1183,38,31,39,45942,Large,Medium,Standard
PROD_000711,Home_appliances,47,887,2,24405,48,34,40,65280,Large,Heavy,Special Handling
PROD_000720,Toys,33,857,6,19431,33,49,54,87318,Large,Heavy,Special Handling
PROD_000721,Home_appliances,52,580,5,22838,38,26,68,67184,Large,Heavy,Special Handling
PROD_000742,Food,42,783,6,13863,86,33,68,192984,Large,Heavy,Special Handling
PROD_000743,Computers,24,413,2,22573,37,49,64,116032,Large,Heavy,Special Handling
PROD_000746,Automotive,29,597,5,17285,74,40,22,65120,Large,Heavy,Special Handling
PROD_000760,Fashion,55,445,4,29368,22,10,64,14080,Large,Heavy,Special Handling
PROD_000762,Music,45,312,3,8257,21,37,16,12432,Large,Heavy,Special Handling
PROD_000766,Furniture,70,347,1,22284,35,11,58,22330,Large,Heavy,Special Handling
PROD_000813,Health,48,459,2,2241,99,46,15,68310,Large,Heavy,Standard
PROD_000833,Garden,49,341,1,14990,37,41,48,72816,Large,Heavy,Special Handling
PROD_000845,Furniture,20,967,2,19737,40,21,26,21840,Large,Heavy,Special Handling
PROD_000846,Furniture,64,960,1,23833,79,30,60,142200,Large,Heavy,Special Handling
PROD_000878,Health,20,279,5,10568,54,47,72,182736,Large,Heavy,Special Handling
PROD_000897,Home_appliances,47,998,2,6915,98,8,11,8624,Medium,Heavy,Special Handling
PROD_000903,Sports,27,532,4,20161,59,40,70,165200,Large,Heavy,Special Handling
PROD_000910,Beauty,26,221,3,298,50,6,62,18600,Large,Light,Standard
PROD_000914,Food,55,297,4,21331,66,45,48,142560,Large,Heavy,Special Handling
PROD_000933,Home_appliances,62,619,6,19032,76,42,39,124488,Large,Heavy,Special Handling
PROD_000935,Office,56,718,6,15801,83,43,26,92794,Large,Heavy,Special Handling
PROD_000957,Home_appliances,55,441,6,25194,15,16,38,9120,Medium,Heavy,Special Handling
PROD_000981,Garden,49,124,6,2299,53,48,23,58512,Large,Heavy,Standard
PROD_000997,Computers,36,550,2,22866,90,21,53,100170,Large,Heavy,Special Handling
PROD_001017,Furniture,64,255,6,29984,47,31,20,29140,Large,Heavy,Special Handling
PROD_001023,Automotive,50,473,5,26004,87,35,44,133980,Large,Heavy,Special Handling
PROD_001031,Office,56,889,6,20020,67,29,78,151554,Large,Heavy,Special Handling
PROD_001032,Fashion,67,792,4,25237,10,38,50,19000,Large,Heavy,Special Handling
PROD_001036,Sports,41,615,4,5700,46,7,55,17710,Large,Heavy,Special Handling
PROD_001053,Furniture,41,648,1,26598,44,27,28,33264,Large,Heavy,Special Handling
PROD_001057,Health,38,170,2,9197,10,12,27,3240,Medium,Heavy,Special Handling
PROD_001069,Beauty,39,567,3,13809,34,9,23,7038,Medium,Heavy,Special Handling
PROD_001074,Fashion,53,129,2,20693,80,48,76,291840,Large,Heavy,Special Handling
PROD_001085,Electronics,52,594,4,18484,38,22,66,55176,Large,Heavy,Special Handling
PROD_001086,Fashion,67,107,4,6063,95,39,39,144495,Large,Heavy,Special Handling
PROD_001131,Computers,29,432,3,13424,11,10,80,8800,Medium,Heavy,Special Handling
PROD_001138,Fashion,38,706,3,18465,14,15,77,16170,Large,Heavy,Special Handling
PROD_001149,Beauty,53,586,4,11403,17,50,73,62050,Large,Heavy,Special Handling
PROD_001150,Furniture,42,869,6,5129,55,50,68,187000,Large,Heavy,Special Handling
PROD_001152,Electronics,32,778,4,21153,74,9,21,13986,Large,Heavy,Special Handling
PROD_001160,Food,46,302,2,6083,37,24,37,32856,Large,Heavy,Special Handling
PROD_001171,Computers,37,629,4,24284,71,50,44,156200,Large,Heavy,Special Handling
PROD_001174,Furniture,45,138,1,8624,55,37,48,97680,Large,Heavy,Special Handling
PROD_001220,Sports,51,838,6,15922,47,40,73,137240,Large,Heavy,Special Handling
PROD_001248,Beauty,28,253,5,11731,99,30,30,89100,Large,Heavy,Special Handling
PROD_001253,Beauty,22,309,6,14707,11,22,35,8470,Medium,Heavy,Special Handling
PROD_001263,Sports,61,716,4,17217,77,28,36,77616,Large,Heavy,Special Handling
PROD_001274,Home_appliances,50,490,2,5103,23,25,55,31625,Large,Heavy,Special Handling
PROD_001278,Toys,70,861,3,13690,56,32,57,102144,Large,Heavy,Special Handling
PROD_001306,Books,47,100,3,19348,17,18,71,21726,Large,Heavy,Special Handling
PROD_001311,Office,64,171,6,18549,91,7,15,9555,Medium,Heavy,Special Handling
PROD_001334,Music,62,827,6,25656,39,48,38,71136,Large,Heavy,Special Handling
PROD_001341,Music,33,911,4,292,76,12,61,55632,Large,Light,Standard
PROD_001370,Electronics,58,187,2,28876,84,22,43,79464,Large,Heavy,Special Handling
PROD_001377,Fashion,61,115,1,26446,97,41,59,234643,Large,Heavy,Special Handling
PROD_001386,Office,53,291,5,15557,30,5,43,6450,Medium,Heavy,Special Handling
PROD_001392,Books,28,197,6,21557,14,35,47,23030,Large,Heavy,Special Handling
PROD_001401,Office,42,933,5,23592,62,45,18,50220,Large,Heavy,Special Handling
PROD_001404,Furniture,58,361,2,15053,65,19,75,92625,Large,Heavy,Special Handling
PROD_001416,Computers,39,839,3,21197,85,32,31,84320,Large,Heavy,Special Handling
PROD_001429,Furniture,50,599,3,18710,36,28,64,64512,Large,Heavy,Special Handling
PROD_001436,Books,36,611,5,5221,19,21,11,4389,Medium,Heavy,Special Handling
PROD_001477,Fashion,45,406,5,8697,85,34,70,202300,Large,Heavy,Special Handling
